tissue	surrounds	cell
tissue	surrounds	cell_component
tissue	surrounds	body_substance
body_part_organ_or_organ_component	surrounds	tissue
body_space_or_junction	surrounds	cell
body_substance	surrounds	embryonic_structure
tissue	location_of	pathologic_function
body_part_organ_or_organ_component	location_of	cell_or_molecular_dysfunction
organization	location_of	health_care_activity
self_help_or_relief_organization	location_of	diagnostic_procedure
anatomical_abnormality	location_of	fungus
tissue	location_of	mental_or_behavioral_dysfunction
body_space_or_junction	location_of	body_substance
health_care_related_organization	location_of	occupational_activity
individual_behavior	associated_with	patient_or_disabled_group
acquired_abnormality	associated_with	clinical_attribute
individual_behavior	associated_with	organism_attribute
behavior	associated_with	group_attribute
molecular_biology_research_technique	associated_with	experimental_model_of_disease
individual_behavior	associated_with	population_group
population_group	associated_with	mental_or_behavioral_dysfunction
diagnostic_procedure	associated_with	experimental_model_of_disease
group	performs	individual_behavior
group	performs	molecular_biology_research_technique
patient_or_disabled_group	performs	laboratory_procedure
population_group	performs	social_behavior
population_group	performs	therapeutic_or_preventive_procedure
age_group	performs	educational_activity
group	performs	therapeutic_or_preventive_procedure
group	performs	occupational_activity
organic_chemical	causes	pathologic_function
chemical	causes	cell_or_molecular_dysfunction
nucleic_acid_nucleoside_or_nucleotide	causes	anatomical_abnormality
inorganic_chemical	causes	pathologic_function
chemical_viewed_functionally	causes	cell_or_molecular_dysfunction
organophosphorus_compound	causes	congenital_abnormality
medical_device	causes	pathologic_function
enzyme	causes	experimental_model_of_disease
disease_or_syndrome	result_of	congenital_abnormality
phenomenon_or_process	result_of	genetic_function
mental_or_behavioral_dysfunction	result_of	injury_or_poisoning
congenital_abnormality	result_of	cell_function
pathologic_function	result_of	individual_behavior
injury_or_poisoning	result_of	social_behavior
cell_or_molecular_dysfunction	result_of	genetic_function
mental_or_behavioral_dysfunction	result_of	natural_phenomenon_or_process
organ_or_tissue_function	affects	archaeon
antibiotic	affects	mental_process
food	affects	experimental_model_of_disease
lipid	affects	genetic_function
receptor	affects	natural_phenomenon_or_process
steroid	affects	cell_or_molecular_dysfunction
physiologic_function	affects	cell_function
organ_or_tissue_function	affects	invertebrate
hormone	complicates	acquired_abnormality
therapeutic_or_preventive_procedure	complicates	organ_or_tissue_function
antibiotic	complicates	physiologic_function
therapeutic_or_preventive_procedure	complicates	genetic_function
hormone	complicates	organ_or_tissue_function
biologically_active_substance	complicates	cell_or_molecular_dysfunction
biologically_active_substance	complicates	cell_function
hazardous_or_poisonous_substance	complicates	cell_function
therapeutic_or_preventive_procedure	treats	acquired_abnormality
antibiotic	treats	sign_or_symptom
therapeutic_or_preventive_procedure	treats	neoplastic_process
therapeutic_or_preventive_procedure	treats	injury_or_poisoning
medical_device	treats	sign_or_symptom
pharmacologic_substance	treats	anatomical_abnormality
antibiotic	treats	mental_or_behavioral_dysfunction
drug_delivery_device	treats	congenital_abnormality
organism_attribute	issue_in	occupation_or_discipline
mental_process	issue_in	biomedical_occupation_or_discipline
experimental_model_of_disease	issue_in	biomedical_occupation_or_discipline
occupational_activity	issue_in	biomedical_occupation_or_discipline
laboratory_procedure	issue_in	occupation_or_discipline
activity	issue_in	biomedical_occupation_or_discipline
inorganic_chemical	issue_in	biomedical_occupation_or_discipline
biomedical_or_dental_material	issue_in	occupation_or_discipline
chemical_viewed_structurally	interacts_with	receptor
bird	interacts_with	human
animal	interacts_with	fish
alga	interacts_with	rickettsia_or_chlamydia
reptile	interacts_with	mammal
chemical_viewed_structurally	interacts_with	inorganic_chemical
bacterium	interacts_with	organism
bacterium	interacts_with	animal
immunologic_factor	disrupts	tissue
injury_or_poisoning	disrupts	fully_formed_anatomical_structure
pharmacologic_substance	disrupts	fully_formed_anatomical_structure
vitamin	disrupts	cell_function
injury_or_poisoning	disrupts	mental_process
neuroreactive_substance_or_biogenic_amine	disrupts	genetic_function
biologically_active_substance	disrupts	fully_formed_anatomical_structure
immunologic_factor	disrupts	organ_or_tissue_function
research_activity	measures	lipid
laboratory_procedure	measures	genetic_function
laboratory_procedure	measures	organophosphorus_compound
research_activity	measures	inorganic_chemical
laboratory_procedure	measures	eicosanoid
laboratory_procedure	measures	quantitative_concept
research_activity	measures	hormone
diagnostic_procedure	measures	antibiotic
mental_process	isa	biologic_function
cell	isa	physical_object
gene_or_genome	isa	physical_object
carbohydrate_sequence	isa	conceptual_entity
age_group	isa	entity
chemical_viewed_structurally	isa	physical_object
anatomical_abnormality	isa	physical_object
antibiotic	isa	chemical
neoplastic_process	precedes	mental_or_behavioral_dysfunction
molecular_function	precedes	physiologic_function
cell_or_molecular_dysfunction	precedes	mental_or_behavioral_dysfunction
genetic_function	precedes	organ_or_tissue_function
organism_function	precedes	cell_function
mental_or_behavioral_dysfunction	precedes	neoplastic_process
genetic_function	precedes	physiologic_function
organism_function	precedes	genetic_function
organ_or_tissue_function	conceptual_part_of	temporal_concept
body_system	conceptual_part_of	fully_formed_anatomical_structure
body_location_or_region	conceptual_part_of	body_system
body_space_or_junction	conceptual_part_of	fully_formed_anatomical_structure
cell	conceptual_part_of	body_system
idea_or_concept	conceptual_part_of	behavior
body_location_or_region	conceptual_part_of	fully_formed_anatomical_structure
temporal_concept	conceptual_part_of	organ_or_tissue_function
laboratory_or_test_result	measurement_of	biologically_active_substance
laboratory_or_test_result	measurement_of	receptor
laboratory_or_test_result	measurement_of	nucleic_acid_nucleoside_or_nucleotide
laboratory_or_test_result	measurement_of	vitamin
laboratory_or_test_result	measurement_of	eicosanoid
quantitative_concept	measurement_of	nucleotide_sequence
quantitative_concept	measurement_of	geographic_area
laboratory_or_test_result	measurement_of	neuroreactive_substance_or_biogenic_amine
governmental_or_regulatory_activity	method_of	occupation_or_discipline
research_activity	method_of	biomedical_occupation_or_discipline
laboratory_procedure	method_of	biomedical_occupation_or_discipline
laboratory_procedure	method_of	diagnostic_procedure
laboratory_procedure	method_of	therapeutic_or_preventive_procedure
diagnostic_procedure	method_of	biomedical_occupation_or_discipline
occupational_activity	method_of	occupation_or_discipline
therapeutic_or_preventive_procedure	method_of	occupation_or_discipline
biologic_function	process_of	cell_function
pathologic_function	process_of	animal
genetic_function	process_of	alga
mental_or_behavioral_dysfunction	process_of	disease_or_syndrome
disease_or_syndrome	process_of	bacterium
genetic_function	process_of	mammal
mental_process	process_of	reptile
pathologic_function	process_of	cell_function
laboratory_procedure	analyzes	receptor
laboratory_procedure	analyzes	indicator_reagent_or_diagnostic_aid
laboratory_procedure	analyzes	chemical
diagnostic_procedure	analyzes	enzyme
laboratory_procedure	analyzes	organic_chemical
laboratory_procedure	analyzes	biologically_active_substance
laboratory_procedure	analyzes	element_ion_or_isotope
diagnostic_procedure	analyzes	lipid
amphibian	exhibits	behavior
patient_or_disabled_group	exhibits	social_behavior
professional_or_occupational_group	exhibits	social_behavior
bird	exhibits	social_behavior
bird	exhibits	behavior
invertebrate	exhibits	social_behavior
reptile	exhibits	behavior
human	exhibits	individual_behavior
social_behavior	manifestation_of	mental_process
finding	manifestation_of	anatomical_abnormality
pathologic_function	manifestation_of	organism_function
neoplastic_process	manifestation_of	organism_function
organism_attribute	manifestation_of	genetic_function
cell_or_molecular_dysfunction	manifestation_of	organism_function
disease_or_syndrome	manifestation_of	mental_process
cell_or_molecular_dysfunction	manifestation_of	cell_function
pathologic_function	produces	immunologic_factor
fully_formed_anatomical_structure	produces	body_substance
disease_or_syndrome	produces	neuroreactive_substance_or_biogenic_amine
biologic_function	produces	body_substance
fully_formed_anatomical_structure	produces	immunologic_factor
body_part_organ_or_organ_component	produces	organophosphorus_compound
age_group	produces	manufactured_object
self_help_or_relief_organization	produces	intellectual_product
anatomical_structure	part_of	archaeon
fully_formed_anatomical_structure	part_of	human
cell_component	part_of	invertebrate
fully_formed_anatomical_structure	part_of	fish
anatomical_abnormality	part_of	reptile
cell	part_of	virus
body_part_organ_or_organ_component	part_of	fungus
anatomical_structure	part_of	reptile
cell_or_molecular_dysfunction	co-occurs_with	experimental_model_of_disease
organ_or_tissue_function	co-occurs_with	cell_function
disease_or_syndrome	co-occurs_with	mental_or_behavioral_dysfunction
neoplastic_process	co-occurs_with	cell_or_molecular_dysfunction
sign_or_symptom	co-occurs_with	finding
pathologic_function	co-occurs_with	anatomical_abnormality
mental_or_behavioral_dysfunction	co-occurs_with	cell_or_molecular_dysfunction
acquired_abnormality	co-occurs_with	anatomical_abnormality
mental_or_behavioral_dysfunction	occurs_in	disease_or_syndrome
congenital_abnormality	occurs_in	age_group
injury_or_poisoning	occurs_in	family_group
experimental_model_of_disease	occurs_in	patient_or_disabled_group
pathologic_function	occurs_in	family_group
acquired_abnormality	occurs_in	group
congenital_abnormality	occurs_in	family_group
pathologic_function	occurs_in	neoplastic_process
neoplastic_process	degree_of	cell_or_molecular_dysfunction
pathologic_function	degree_of	neoplastic_process
experimental_model_of_disease	degree_of	mental_or_behavioral_dysfunction
pathologic_function	degree_of	cell_or_molecular_dysfunction
mental_process	degree_of	organism_function
neoplastic_process	degree_of	pathologic_function
neoplastic_process	degree_of	experimental_model_of_disease
organism_attribute	degree_of	clinical_attribute
body_substance	consists_of	lipid
body_substance	consists_of	eicosanoid
body_substance	consists_of	carbohydrate
body_substance	consists_of	steroid
body_substance	consists_of	amino_acid_peptide_or_protein
body_part_organ_or_organ_component	consists_of	body_substance
body_substance	consists_of	organic_chemical
body_substance	consists_of	organophosphorus_compound
diagnostic_procedure	assesses_effect_of	receptor
diagnostic_procedure	assesses_effect_of	chemical_viewed_structurally
laboratory_procedure	assesses_effect_of	immunologic_factor
diagnostic_procedure	assesses_effect_of	amino_acid_peptide_or_protein
diagnostic_procedure	assesses_effect_of	indicator_reagent_or_diagnostic_aid
laboratory_procedure	assesses_effect_of	vitamin
diagnostic_procedure	assesses_effect_of	nucleic_acid_nucleoside_or_nucleotide
diagnostic_procedure	assesses_effect_of	carbohydrate
enzyme	ingredient_of	clinical_drug
vitamin	ingredient_of	clinical_drug
immunologic_factor	ingredient_of	clinical_drug
eicosanoid	ingredient_of	clinical_drug
receptor	ingredient_of	clinical_drug
indicator_reagent_or_diagnostic_aid	ingredient_of	clinical_drug
pharmacologic_substance	ingredient_of	clinical_drug
substance	ingredient_of	clinical_drug
body_part_organ_or_organ_component	adjacent_to	body_space_or_junction
body_location_or_region	adjacent_to	body_part_organ_or_organ_component
body_part_organ_or_organ_component	adjacent_to	tissue
cell_component	adjacent_to	body_space_or_junction
body_part_organ_or_organ_component	adjacent_to	cell
body_location_or_region	adjacent_to	body_space_or_junction
sign_or_symptom	evaluation_of	physiologic_function
sign_or_symptom	evaluation_of	organism_function
finding	evaluation_of	mental_process
finding	evaluation_of	organism_attribute
sign_or_symptom	evaluation_of	disease_or_syndrome
sign_or_symptom	evaluation_of	mental_process
laboratory_or_test_result	evaluation_of	organism_function
finding	evaluation_of	pathologic_function
group_attribute	property_of	population_group
clinical_attribute	property_of	rickettsia_or_chlamydia
organism_attribute	property_of	vertebrate
clinical_attribute	property_of	mammal
group_attribute	property_of	professional_or_occupational_group
clinical_attribute	property_of	vertebrate
clinical_attribute	property_of	animal
clinical_attribute	property_of	amphibian
organization	carries_out	molecular_biology_research_technique
organization	carries_out	diagnostic_procedure
professional_society	carries_out	governmental_or_regulatory_activity
health_care_related_organization	carries_out	governmental_or_regulatory_activity
self_help_or_relief_organization	carries_out	governmental_or_regulatory_activity
gene_or_genome	carries_out	genetic_function
organization	carries_out	educational_activity
organization	carries_out	health_care_activity
medical_device	prevents	experimental_model_of_disease
medical_device	prevents	injury_or_poisoning
therapeutic_or_preventive_procedure	prevents	pathologic_function
antibiotic	prevents	cell_or_molecular_dysfunction
drug_delivery_device	prevents	injury_or_poisoning
antibiotic	prevents	experimental_model_of_disease
pharmacologic_substance	prevents	neoplastic_process
drug_delivery_device	prevents	experimental_model_of_disease
laboratory_or_test_result	indicates	cell_function
laboratory_or_test_result	indicates	mental_or_behavioral_dysfunction
laboratory_or_test_result	indicates	pathologic_function
laboratory_or_test_result	indicates	organism_function
laboratory_or_test_result	indicates	physiologic_function
laboratory_or_test_result	indicates	acquired_abnormality
immunologic_factor	indicates	mental_or_behavioral_dysfunction
immunologic_factor	indicates	disease_or_syndrome
sign_or_symptom	diagnoses	injury_or_poisoning
professional_or_occupational_group	diagnoses	cell_or_molecular_dysfunction
laboratory_procedure	diagnoses	disease_or_syndrome
professional_or_occupational_group	diagnoses	disease_or_syndrome
diagnostic_procedure	diagnoses	neoplastic_process
sign_or_symptom	diagnoses	anatomical_abnormality
laboratory_procedure	diagnoses	injury_or_poisoning
diagnostic_procedure	diagnoses	acquired_abnormality
body_substance	derivative_of	tissue
professional_or_occupational_group	uses	medical_device
family_group	uses	intellectual_product
group	uses	regulation_or_law
diagnostic_procedure	uses	antibiotic
patient_or_disabled_group	uses	clinical_drug
age_group	uses	medical_device
professional_or_occupational_group	uses	clinical_drug
professional_or_occupational_group	uses	research_device
professional_or_occupational_group	manages	health_care_related_organization
self_help_or_relief_organization	manages	patient_or_disabled_group
health_care_related_organization	manages	patient_or_disabled_group
professional_or_occupational_group	manages	organization
professional_or_occupational_group	manages	self_help_or_relief_organization
professional_or_occupational_group	manages	professional_society
cell	contains	body_substance
fully_formed_anatomical_structure	contains	body_substance
body_part_organ_or_organ_component	contains	body_substance
drug_delivery_device	contains	clinical_drug
body_space_or_junction	contains	body_part_organ_or_organ_component
embryonic_structure	contains	body_substance
tissue	contains	body_substance
cell_component	contains	body_substance
body_space_or_junction	connected_to	tissue
body_part_organ_or_organ_component	connected_to	body_substance
body_part_organ_or_organ_component	connected_to	body_space_or_junction
body_part_organ_or_organ_component	connected_to	tissue
embryonic_structure	developmental_form_of	body_part_organ_or_organ_component
embryonic_structure	developmental_form_of	cell
embryonic_structure	developmental_form_of	tissue
tissue	developmental_form_of	body_part_organ_or_organ_component
professional_or_occupational_group	practices	biomedical_occupation_or_discipline
professional_or_occupational_group	practices	occupation_or_discipline
individual_behavior	conceptually_related_to	idea_or_concept
disease_or_syndrome	conceptually_related_to	experimental_model_of_disease
body_part_organ_or_organ_component	interconnects	body_space_or_junction
body_space_or_junction	interconnects	cell
